epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
127,918.366,1.19783,2.64725,1.21655,1.27895,0.80187,0.66109,0.77093,0.51589,0.77181,0.63999,0.72478,0.38533,1.13559,2.06717,1.04575,1.15983,0.0093763,0.0093763,0.0093763
128,925.826,1.16564,2.53379,1.1672,1.24514,0.74969,0.72751,0.78714,0.53132,0.74078,0.72264,0.77186,0.42387,1.06154,1.89933,0.98263,1.1049,0.00937135,0.00937135,0.00937135
129,933.263,1.20875,2.6577,1.24533,1.27875,0.81778,0.70757,0.7883,0.52381,0.78608,0.71062,0.76943,0.40445,1.07807,1.84873,0.97244,1.12481,0.0093664,0.0093664,0.0093664
130,940.712,1.18603,2.63308,1.20716,1.28196,0.85225,0.73893,0.82304,0.56261,0.83965,0.72606,0.79209,0.4297,1.04744,1.82807,0.93747,1.09913,0.00936145,0.00936145,0.00936145
131,946.964,1.17584,2.55721,1.20788,1.26643,0.86545,0.68209,0.79599,0.53918,0.8643,0.6685,0.77214,0.42838,1.07651,1.8623,0.96144,1.10201,0.0093565,0.0093565,0.0093565
132,953.09,1.20018,2.60471,1.21285,1.26783,0.77463,0.74583,0.77118,0.50746,0.77254,0.70805,0.74025,0.40924,1.08033,1.94427,0.9883,1.13421,0.00935155,0.00935155,0.00935155
133,959.03,1.18952,2.59789,1.22233,1.27552,0.82233,0.648,0.78983,0.53844,0.80772,0.63846,0.74836,0.40988,1.03276,1.83333,0.91751,1.09821,0.0093466,0.0093466,0.0093466
134,966.141,1.17803,2.54675,1.18806,1.26216,0.8113,0.7242,0.8133,0.56323,0.82055,0.71274,0.78128,0.42824,1.02415,1.85197,0.90321,1.09034,0.00934165,0.00934165,0.00934165
135,973.522,1.17955,2.55903,1.19358,1.26187,0.85541,0.68927,0.8121,0.54654,0.84109,0.66757,0.78677,0.42667,1.04467,1.83992,0.93566,1.08828,0.0093367,0.0093367,0.0093367
136,980.817,1.19223,2.60799,1.22481,1.28869,0.87994,0.66257,0.81602,0.55633,0.87388,0.65713,0.7788,0.42366,1.03558,1.85328,0.90737,1.06934,0.00933175,0.00933175,0.00933175
137,988.365,1.2018,2.66192,1.22278,1.27536,0.87133,0.71318,0.8328,0.56665,0.85957,0.70039,0.79462,0.42888,1.03272,1.8486,0.88868,1.07264,0.0093268,0.0093268,0.0093268
138,995.807,1.16229,2.5273,1.16562,1.2501,0.9022,0.71823,0.83063,0.56938,0.87235,0.72284,0.80636,0.43986,1.05521,1.80148,0.89787,1.09414,0.00932185,0.00932185,0.00932185
139,1003.3,1.17079,2.55707,1.19187,1.26615,0.86488,0.71435,0.83251,0.57084,0.85606,0.71244,0.80747,0.43449,1.00725,1.77839,0.86347,1.06096,0.0093169,0.0093169,0.0093169
140,1010.71,1.15715,2.56583,1.1704,1.24703,0.8316,0.72522,0.83037,0.56769,0.82664,0.70895,0.80805,0.43555,1.02397,1.80592,0.87834,1.07341,0.00931195,0.00931195,0.00931195
141,1018.12,1.19225,2.62396,1.2051,1.27268,0.81693,0.7211,0.81546,0.55238,0.83007,0.68511,0.78048,0.41615,1.03268,1.8534,0.90978,1.085,0.009307,0.009307,0.009307
142,1025.74,1.18161,2.59457,1.19175,1.27141,0.84576,0.75163,0.8356,0.57068,0.84921,0.71643,0.79847,0.431,1.01416,1.84257,0.86889,1.0567,0.00930205,0.00930205,0.00930205
143,1032.26,1.17413,2.58177,1.1831,1.2597,0.8884,0.7158,0.83547,0.56736,0.8884,0.71377,0.80714,0.4404,0.99911,1.78969,0.86232,1.05625,0.0092971,0.0092971,0.0092971
144,1038.27,1.16831,2.58189,1.18491,1.2606,0.85007,0.72501,0.83578,0.55861,0.8397,0.71093,0.79702,0.46143,1.03672,1.81226,0.87316,1.08714,0.00929215,0.00929215,0.00929215
145,1044.53,1.18493,2.61744,1.18229,1.26409,0.86584,0.74181,0.83089,0.57763,0.85107,0.71904,0.8009,0.46176,1.00505,1.80133,0.85645,1.06941,0.0092872,0.0092872,0.0092872
146,1051.22,1.16562,2.55048,1.17184,1.24949,0.82829,0.76261,0.83598,0.57183,0.80899,0.70947,0.78807,0.42927,1.00565,1.81501,0.87114,1.0509,0.00928225,0.00928225,0.00928225
147,1058.66,1.15526,2.49798,1.14688,1.23944,0.83182,0.74791,0.82804,0.57432,0.8275,0.72083,0.79168,0.43176,1.00485,1.87729,0.89884,1.06486,0.0092773,0.0092773,0.0092773
148,1066.16,1.17034,2.57392,1.17521,1.25624,0.82126,0.72814,0.83524,0.59182,0.86274,0.66867,0.80428,0.46144,0.98614,1.78955,0.85982,1.05647,0.00927235,0.00927235,0.00927235
149,1073.03,1.14724,2.53955,1.15409,1.25392,0.7969,0.7565,0.82789,0.55398,0.79803,0.73513,0.78922,0.42191,1.04585,1.84774,0.90805,1.09205,0.0092674,0.0092674,0.0092674
150,1079,1.1512,2.55932,1.14941,1.24925,0.87884,0.71121,0.84015,0.57302,0.87705,0.69685,0.80377,0.43004,1.04757,1.88865,0.93489,1.08013,0.00926245,0.00926245,0.00926245
151,1085.03,1.17428,2.58666,1.17714,1.26295,0.88568,0.71432,0.83903,0.58004,0.88641,0.71097,0.81403,0.4564,1.01437,1.84216,0.87055,1.0651,0.0092575,0.0092575,0.0092575
152,1091.22,1.15941,2.56861,1.1604,1.24659,0.82782,0.75183,0.84389,0.57019,0.8251,0.70837,0.80365,0.43746,1.02817,1.81786,0.87501,1.07061,0.00925255,0.00925255,0.00925255
153,1098.72,1.16492,2.59494,1.1608,1.24776,0.84313,0.78288,0.84811,0.59071,0.84404,0.75217,0.81549,0.44866,0.99594,1.79397,0.84447,1.04959,0.0092476,0.0092476,0.0092476
154,1106.21,1.15784,2.51605,1.13726,1.24079,0.89509,0.71534,0.84944,0.58857,0.87066,0.68703,0.8198,0.47409,0.99031,1.73563,0.83703,1.04398,0.00924265,0.00924265,0.00924265
155,1113.64,1.13098,2.47477,1.12207,1.23625,0.90114,0.7314,0.85488,0.59004,0.8768,0.70239,0.80999,0.45295,0.99447,1.74654,0.83555,1.04439,0.0092377,0.0092377,0.0092377
156,1121.15,1.142,2.50388,1.13989,1.23901,0.8526,0.75282,0.84185,0.58544,0.83997,0.7373,0.80932,0.46177,1.00075,1.7522,0.85735,1.06106,0.00923275,0.00923275,0.00923275
157,1127.53,1.14549,2.5164,1.15062,1.25166,0.81659,0.80586,0.85328,0.59691,0.80587,0.77449,0.82149,0.45852,0.98309,1.77179,0.83887,1.04811,0.0092278,0.0092278,0.0092278
158,1133.66,1.16198,2.52044,1.13796,1.23496,0.87111,0.78414,0.85827,0.6085,0.87124,0.78219,0.84053,0.48287,0.96531,1.70674,0.79871,1.04374,0.00922285,0.00922285,0.00922285
159,1139.72,1.14908,2.54068,1.14359,1.24485,0.83249,0.78694,0.86594,0.61165,0.81505,0.76851,0.83225,0.48104,0.98553,1.75212,0.81399,1.05047,0.0092179,0.0092179,0.0092179
160,1146.59,1.17307,2.56762,1.15986,1.25753,0.88369,0.72318,0.84136,0.59482,0.87491,0.72028,0.82646,0.47218,1.01002,1.80933,0.86382,1.07038,0.00921295,0.00921295,0.00921295
161,1154.01,1.14138,2.50483,1.12833,1.23993,0.90695,0.74185,0.85199,0.59468,0.88991,0.72984,0.82593,0.4599,1.01035,1.77395,0.85209,1.06053,0.009208,0.009208,0.009208
162,1161.49,1.17063,2.58078,1.18675,1.26301,0.86782,0.77129,0.86713,0.6165,0.90158,0.71789,0.82923,0.46931,0.98015,1.7191,0.85536,1.04546,0.00920305,0.00920305,0.00920305
163,1169.07,1.14381,2.50857,1.12852,1.22848,0.8815,0.72793,0.85306,0.5978,0.89729,0.71434,0.81778,0.46933,0.99889,1.74176,0.85611,1.05423,0.0091981,0.0091981,0.0091981
164,1176.57,1.12887,2.47346,1.11512,1.23346,0.90438,0.75331,0.85707,0.60903,0.904,0.73962,0.8292,0.49047,0.95759,1.72096,0.79983,1.03703,0.00919315,0.00919315,0.00919315
165,1184.01,1.15406,2.55115,1.1427,1.24545,0.87607,0.74932,0.84853,0.60769,0.87519,0.74159,0.81333,0.47999,0.97724,1.75704,0.83824,1.04888,0.0091882,0.0091882,0.0091882
166,1191.48,1.15639,2.58286,1.1439,1.25763,0.90421,0.74004,0.85148,0.60641,0.89762,0.73408,0.82393,0.49755,0.99979,1.73613,0.82022,1.05606,0.00918325,0.00918325,0.00918325
167,1198.98,1.13352,2.49792,1.13237,1.2309,0.91944,0.70719,0.86032,0.59009,0.88268,0.73082,0.82647,0.45842,1.01137,1.78407,0.83001,1.06042,0.0091783,0.0091783,0.0091783
168,1206.49,1.14152,2.50808,1.11881,1.22786,0.87808,0.80271,0.87451,0.60223,0.86337,0.76558,0.83519,0.4586,1.01245,1.7518,0.80695,1.06769,0.00917335,0.00917335,0.00917335
169,1213.99,1.1316,2.50564,1.10839,1.22475,0.89852,0.77387,0.88085,0.60351,0.87885,0.7547,0.85014,0.46441,0.98013,1.69839,0.7889,1.05625,0.0091684,0.0091684,0.0091684
170,1221.49,1.14412,2.52186,1.12373,1.23127,0.84697,0.79802,0.86516,0.59604,0.84458,0.74854,0.82451,0.45058,0.99901,1.78865,0.83557,1.06098,0.00916345,0.00916345,0.00916345
171,1228.99,1.13283,2.49974,1.11274,1.23734,0.88304,0.79773,0.87787,0.62123,0.87562,0.79058,0.84853,0.47961,0.95686,1.76265,0.78998,1.03626,0.0091585,0.0091585,0.0091585
172,1236.39,1.14875,2.51095,1.13812,1.24799,0.89286,0.7777,0.88153,0.63195,0.87761,0.76212,0.85216,0.47771,0.94604,1.76183,0.79616,1.02605,0.00915355,0.00915355,0.00915355
173,1243.82,1.14407,2.53238,1.12497,1.24021,0.84765,0.7996,0.86454,0.60112,0.84086,0.76137,0.8272,0.45087,0.98827,1.74135,0.82536,1.04036,0.0091486,0.0091486,0.0091486
174,1251.21,1.13929,2.52204,1.12901,1.23496,0.90432,0.78801,0.88945,0.62898,0.88144,0.76594,0.84482,0.49208,0.9476,1.66627,0.77354,1.02447,0.00914365,0.00914365,0.00914365
175,1258.68,1.16546,2.56554,1.14587,1.24613,0.89096,0.78398,0.87257,0.61664,0.85926,0.751,0.81985,0.4655,0.95405,1.76712,0.78526,1.0231,0.0091387,0.0091387,0.0091387
176,1266.25,1.12335,2.41982,1.0796,1.21963,0.86541,0.76965,0.85744,0.60491,0.84167,0.75009,0.82261,0.46705,0.9686,1.81997,0.83544,1.02686,0.00913375,0.00913375,0.00913375
177,1273.62,1.12565,2.47873,1.09923,1.23115,0.83172,0.79799,0.86749,0.61205,0.80228,0.76685,0.8227,0.46516,0.94748,1.729,0.7927,1.02816,0.0091288,0.0091288,0.0091288
178,1281.02,1.10896,2.42064,1.08723,1.22348,0.9388,0.75332,0.87482,0.6245,0.90913,0.72894,0.82783,0.46009,0.9431,1.73425,0.79601,1.02812,0.00912385,0.00912385,0.00912385
179,1288.67,1.12843,2.48334,1.09475,1.22804,0.91642,0.81054,0.88944,0.62678,0.89204,0.78486,0.8385,0.48138,0.92614,1.75546,0.78392,1.00524,0.0091189,0.0091189,0.0091189
180,1296.41,1.11751,2.46505,1.08149,1.22495,0.89682,0.80259,0.8853,0.63823,0.87499,0.78095,0.84302,0.47216,0.89806,1.68352,0.75587,0.9975,0.00911395,0.00911395,0.00911395
181,1303.98,1.12945,2.49958,1.10338,1.22661,0.86122,0.81569,0.87663,0.62594,0.85564,0.80627,0.8525,0.47652,0.92708,1.67256,0.76671,1.01174,0.009109,0.009109,0.009109
182,1311.58,1.12358,2.45856,1.07316,1.21758,0.85529,0.82588,0.87961,0.62675,0.84647,0.81995,0.86044,0.49618,0.90613,1.65556,0.77713,0.99694,0.00910405,0.00910405,0.00910405
183,1319.11,1.13455,2.50831,1.10964,1.22267,0.90088,0.78715,0.87634,0.61897,0.88701,0.77437,0.85368,0.49266,0.92488,1.68384,0.80139,1.00416,0.0090991,0.0090991,0.0090991
184,1326.6,1.10191,2.45224,1.07951,1.22021,0.90486,0.7886,0.87674,0.6364,0.8866,0.77985,0.8545,0.48632,0.88974,1.61583,0.7516,0.99113,0.00909415,0.00909415,0.00909415
185,1334,1.09709,2.43459,1.05618,1.20118,0.89157,0.79173,0.88179,0.62923,0.85703,0.75056,0.84408,0.48665,0.91954,1.66628,0.75491,1.01468,0.0090892,0.0090892,0.0090892
186,1341.72,1.12655,2.45777,1.09713,1.23252,0.88333,0.78136,0.88216,0.62831,0.87091,0.7677,0.85992,0.48038,0.94329,1.7165,0.77983,1.03439,0.00908425,0.00908425,0.00908425
187,1349.1,1.11368,2.46853,1.08216,1.21472,0.88256,0.80486,0.8819,0.63685,0.88342,0.78175,0.8527,0.48961,0.91664,1.65558,0.73784,1.00624,0.0090793,0.0090793,0.0090793
188,1356.34,1.11399,2.44825,1.07363,1.22783,0.87672,0.78411,0.86326,0.61219,0.87475,0.72167,0.81505,0.48488,0.96898,1.75586,0.80074,1.04337,0.00907435,0.00907435,0.00907435
189,1363.65,1.10425,2.46439,1.07315,1.21378,0.89101,0.77513,0.86644,0.62523,0.87033,0.75639,0.83538,0.48582,0.92482,1.67158,0.76789,1.02302,0.0090694,0.0090694,0.0090694
190,1371.02,1.10757,2.44999,1.05725,1.19863,0.88923,0.78994,0.87443,0.63399,0.85374,0.76786,0.82662,0.4753,0.93852,1.67,0.77653,1.01759,0.00906445,0.00906445,0.00906445
191,1378.27,1.11178,2.42116,1.05596,1.21691,0.87994,0.76245,0.8771,0.6352,0.87269,0.75142,0.84097,0.49725,0.90595,1.64124,0.7789,0.99876,0.0090595,0.0090595,0.0090595
192,1385.73,1.12321,2.44521,1.07336,1.21069,0.82942,0.82037,0.88157,0.63114,0.80701,0.79348,0.83835,0.4821,0.91024,1.68023,0.75884,0.9961,0.00905455,0.00905455,0.00905455
193,1393.08,1.10974,2.44318,1.06119,1.21378,0.87946,0.80564,0.88765,0.63366,0.85736,0.76601,0.84344,0.48174,0.92324,1.65571,0.76552,1.00398,0.0090496,0.0090496,0.0090496
194,1400.45,1.08665,2.37783,1.04072,1.19497,0.87956,0.81784,0.89589,0.63813,0.86529,0.80117,0.86879,0.48775,0.93741,1.6369,0.77041,1.01042,0.00904465,0.00904465,0.00904465
195,1407.59,1.11348,2.43776,1.07768,1.21127,0.88203,0.81988,0.89277,0.64348,0.86887,0.80777,0.86652,0.50057,0.91888,1.64023,0.76699,1.01309,0.0090397,0.0090397,0.0090397
196,1414.71,1.10594,2.45114,1.05601,1.21058,0.89571,0.80555,0.8891,0.63196,0.89347,0.77619,0.86058,0.49936,0.90903,1.60235,0.73037,1.00862,0.00903475,0.00903475,0.00903475
197,1421.73,1.094,2.35764,1.05765,1.2086,0.86906,0.77194,0.87503,0.60814,0.86981,0.75077,0.84615,0.46875,0.92512,1.66415,0.77656,1.01482,0.0090298,0.0090298,0.0090298
198,1427.8,1.12906,2.46885,1.08396,1.22029,0.86914,0.82334,0.897,0.63169,0.84947,0.81108,0.86018,0.47218,0.92505,1.69448,0.76589,1.01033,0.00902485,0.00902485,0.00902485
199,1433.54,1.10032,2.45081,1.05374,1.21043,0.85469,0.82598,0.882,0.62206,0.90741,0.74327,0.83912,0.47319,0.92698,1.70913,0.78384,1.00175,0.0090199,0.0090199,0.0090199
200,1439.27,1.11217,2.42662,1.05626,1.20749,0.89076,0.80807,0.89712,0.64696,0.86926,0.79759,0.86602,0.47829,0.89974,1.66129,0.72994,0.98792,0.00901495,0.00901495,0.00901495
201,1445.5,1.08424,2.36659,1.03447,1.19495,0.92923,0.805,0.892,0.63406,0.90772,0.78418,0.86008,0.47866,0.92019,1.64776,0.73754,1.00702,0.00901,0.00901,0.00901
202,1452.55,1.08452,2.40002,1.03681,1.19975,0.89322,0.81235,0.8959,0.65327,0.90747,0.78426,0.8694,0.49699,0.90736,1.5949,0.72249,0.99363,0.00900505,0.00900505,0.00900505
203,1459.67,1.11622,2.42734,1.0498,1.20428,0.92126,0.79783,0.89919,0.63802,0.90122,0.7785,0.86178,0.48815,0.90318,1.62399,0.72432,0.99565,0.0090001,0.0090001,0.0090001
204,1466.8,1.10978,2.40208,1.05305,1.20597,0.92802,0.74128,0.88613,0.62782,0.92113,0.73236,0.85669,0.47777,0.91312,1.65731,0.74833,0.99712,0.00899515,0.00899515,0.00899515
205,1473.79,1.09111,2.40041,1.03675,1.20726,0.87082,0.8271,0.90093,0.6404,0.84985,0.78289,0.86361,0.48236,0.91219,1.64792,0.72835,0.99784,0.0089902,0.0089902,0.0089902
206,1480.85,1.10473,2.43165,1.06424,1.20558,0.86133,0.84963,0.89502,0.65315,0.84094,0.82318,0.86749,0.4925,0.89489,1.59709,0.71597,0.98812,0.00898525,0.00898525,0.00898525
207,1487.9,1.08747,2.40412,1.03111,1.19311,0.88363,0.81943,0.90139,0.64181,0.85966,0.79529,0.86866,0.49317,0.892,1.57726,0.70766,0.99171,0.0089803,0.0089803,0.0089803
208,1494.28,1.08492,2.39209,1.04949,1.20045,0.91754,0.81211,0.90232,0.64041,0.88894,0.789,0.87208,0.48518,0.90317,1.59144,0.72531,0.9923,0.00897535,0.00897535,0.00897535
209,1500.01,1.08504,2.39031,1.0563,1.20569,0.87858,0.83768,0.90164,0.64501,0.85585,0.82076,0.86785,0.49022,0.91154,1.64839,0.75488,1.00151,0.0089704,0.0089704,0.0089704
210,1505.76,1.09212,2.41061,1.04289,1.20803,0.93252,0.84215,0.91048,0.65667,0.89646,0.80599,0.87673,0.51425,0.90761,1.61333,0.72595,0.99007,0.00896545,0.00896545,0.00896545
211,1511.42,1.06757,2.36489,1.01607,1.1941,0.90473,0.85233,0.91716,0.65338,0.87838,0.82754,0.88419,0.51871,0.90917,1.60104,0.70542,0.99272,0.0089605,0.0089605,0.0089605
212,1518.35,1.08657,2.36536,1.03971,1.20473,0.8911,0.83555,0.90567,0.65257,0.86365,0.81417,0.87522,0.51597,0.90438,1.61297,0.72131,0.99226,0.00895555,0.00895555,0.00895555
213,1524.28,1.07112,2.35302,1.01923,1.18918,0.91102,0.7934,0.90024,0.64493,0.8929,0.77905,0.87519,0.4991,0.90868,1.62082,0.73275,0.99546,0.0089506,0.0089506,0.0089506
214,1530.07,1.10059,2.42579,1.02822,1.18777,0.8592,0.81823,0.89918,0.64194,0.82358,0.78794,0.86051,0.48761,0.9009,1.63104,0.74189,0.99094,0.00894565,0.00894565,0.00894565
215,1535.84,1.10215,2.40818,1.02391,1.1989,0.87663,0.83412,0.91078,0.64742,0.84482,0.79015,0.86345,0.5048,0.90752,1.61001,0.72442,0.99649,0.0089407,0.0089407,0.0089407
216,1542.21,1.08614,2.40221,1.03147,1.20399,0.89702,0.80901,0.9114,0.65035,0.86057,0.78231,0.86998,0.49265,0.92191,1.64862,0.73207,1.01204,0.00893575,0.00893575,0.00893575
217,1549.49,1.09234,2.42027,1.03302,1.20325,0.87795,0.81332,0.90308,0.64191,0.86389,0.8016,0.87264,0.48636,0.93905,1.65836,0.75361,1.01199,0.0089308,0.0089308,0.0089308
218,1556.85,1.08485,2.3921,1.03302,1.20614,0.88219,0.81655,0.9031,0.64789,0.90021,0.79773,0.88979,0.51572,0.89456,1.56757,0.70194,0.99158,0.00892585,0.00892585,0.00892585
219,1564.34,1.10721,2.46147,1.03822,1.20292,0.90952,0.77628,0.90519,0.64206,0.89296,0.7654,0.86658,0.50366,0.91486,1.63164,0.70679,1.00269,0.0089209,0.0089209,0.0089209
220,1571.68,1.08984,2.37188,1.00414,1.19259,0.90956,0.80995,0.90188,0.65098,0.88829,0.78827,0.87416,0.50804,0.88829,1.59389,0.6997,0.98555,0.00891595,0.00891595,0.00891595
221,1578.92,1.08095,2.3888,1.0318,1.19681,0.92892,0.83886,0.91344,0.65811,0.89989,0.81839,0.88494,0.50587,0.87455,1.58313,0.68939,0.97481,0.008911,0.008911,0.008911
222,1586.33,1.09749,2.41581,1.0375,1.19033,0.92655,0.84979,0.91339,0.66328,0.90464,0.8237,0.88827,0.5222,0.86767,1.56444,0.69154,0.97097,0.00890605,0.00890605,0.00890605
223,1593.7,1.10376,2.43642,1.04551,1.20429,0.91734,0.82914,0.91277,0.66266,0.9062,0.81141,0.88836,0.51127,0.89277,1.62272,0.72533,0.9839,0.0089011,0.0089011,0.0089011
224,1600.97,1.07767,2.42493,1.03509,1.20041,0.92239,0.84114,0.91737,0.66815,0.89743,0.82354,0.88974,0.51106,0.87377,1.5729,0.69576,0.97641,0.00889615,0.00889615,0.00889615
225,1608.32,1.08238,2.37826,1.00224,1.17967,0.91001,0.82949,0.91417,0.65351,0.88388,0.81439,0.88391,0.50181,0.89469,1.57321,0.68704,0.98225,0.0088912,0.0088912,0.0088912
226,1615.74,1.06997,2.32643,0.99082,1.17913,0.89027,0.83073,0.90727,0.64087,0.87032,0.81195,0.88199,0.4917,0.90115,1.57761,0.70251,0.98999,0.00888625,0.00888625,0.00888625
227,1623.11,1.093,2.42904,1.04508,1.21038,0.89524,0.80725,0.89007,0.61249,0.8418,0.79155,0.85834,0.47569,0.96487,1.6754,0.75209,1.03384,0.0088813,0.0088813,0.0088813
228,1630.49,1.06878,2.32145,1.00495,1.17799,0.89293,0.81,0.898,0.64584,0.87069,0.78035,0.86026,0.48519,0.91004,1.55746,0.69416,1.00598,0.00887635,0.00887635,0.00887635
229,1637.84,1.06381,2.36226,0.99784,1.17791,0.92176,0.79913,0.90583,0.6424,0.88276,0.77974,0.86448,0.49225,0.909,1.53581,0.70753,0.99692,0.0088714,0.0088714,0.0088714
230,1645.27,1.06157,2.31376,0.98986,1.17749,0.91067,0.86061,0.9193,0.66485,0.88276,0.82127,0.88954,0.5074,0.87368,1.54858,0.67196,0.97485,0.00886645,0.00886645,0.00886645
231,1652.6,1.06086,2.32274,0.98624,1.17925,0.86853,0.84741,0.90864,0.65746,0.87992,0.79719,0.88239,0.50215,0.88428,1.57254,0.70017,0.97596,0.0088615,0.0088615,0.0088615
232,1660,1.0729,2.35892,1.0043,1.18307,0.8903,0.84319,0.91028,0.66138,0.86672,0.81349,0.87939,0.49999,0.87609,1.54023,0.70296,0.97958,0.00885655,0.00885655,0.00885655
233,1667.43,1.04354,2.26451,0.96929,1.1703,0.89321,0.81498,0.90114,0.66137,0.8706,0.79487,0.86462,0.49901,0.87384,1.57165,0.69832,0.97263,0.0088516,0.0088516,0.0088516
234,1675.08,1.0731,2.33747,0.9823,1.17811,0.90618,0.83614,0.92111,0.67769,0.88406,0.8137,0.88647,0.52124,0.86942,1.55065,0.6874,0.97379,0.00884665,0.00884665,0.00884665
235,1682.46,1.0458,2.32657,0.96659,1.169,0.93206,0.8338,0.91857,0.66958,0.90473,0.80684,0.87765,0.53508,0.86349,1.57009,0.67695,0.96652,0.0088417,0.0088417,0.0088417
236,1690.52,1.06547,2.35813,0.99745,1.18856,0.95419,0.83037,0.91993,0.66604,0.92589,0.80645,0.87383,0.50652,0.89799,1.63382,0.71102,0.98271,0.00883675,0.00883675,0.00883675
237,1697.87,1.04766,2.2962,0.97911,1.17328,0.943,0.83404,0.9165,0.66253,0.92107,0.81286,0.88798,0.51179,0.88025,1.60704,0.69825,0.97972,0.0088318,0.0088318,0.0088318
238,1704.28,1.04111,2.32918,0.97431,1.17387,0.91389,0.8504,0.92169,0.67477,0.88973,0.82426,0.88939,0.52711,0.85955,1.54663,0.65198,0.96298,0.00882685,0.00882685,0.00882685
239,1710.14,1.05578,2.33977,0.9859,1.1733,0.91317,0.82704,0.92279,0.67164,0.88994,0.80677,0.88754,0.51097,0.86978,1.59722,0.68707,0.97522,0.0088219,0.0088219,0.0088219
240,1715.93,1.04844,2.23571,0.96914,1.16901,0.92337,0.85317,0.92407,0.66478,0.90794,0.83018,0.8993,0.52616,0.85599,1.53727,0.65237,0.96259,0.00881695,0.00881695,0.00881695
241,1723.13,1.08384,2.34787,0.99509,1.18737,0.91246,0.84333,0.91819,0.66017,0.8991,0.84054,0.89747,0.53204,0.86177,1.51516,0.65884,0.97289,0.008812,0.008812,0.008812
242,1730.51,1.07656,2.39132,1.02167,1.20139,0.90409,0.83631,0.91995,0.66601,0.88582,0.8224,0.88823,0.52268,0.88956,1.53698,0.68327,0.98746,0.00880705,0.00880705,0.00880705
243,1737.84,1.05154,2.32999,0.98227,1.17614,0.91114,0.83608,0.91813,0.67268,0.8924,0.8214,0.89502,0.53048,0.87064,1.53925,0.67685,0.97113,0.0088021,0.0088021,0.0088021
244,1745.19,1.07552,2.33883,0.99831,1.18937,0.91669,0.8541,0.92324,0.66703,0.89843,0.8349,0.89829,0.5416,0.85746,1.54388,0.68785,0.98072,0.00879715,0.00879715,0.00879715
245,1752.44,1.04404,2.33301,0.98471,1.18206,0.92087,0.84054,0.92934,0.68872,0.90758,0.82823,0.90567,0.53547,0.85276,1.51708,0.66507,0.96694,0.0087922,0.0087922,0.0087922
246,1759.82,1.05044,2.32918,0.97976,1.17752,0.89814,0.8458,0.92025,0.66627,0.872,0.82275,0.87508,0.51619,0.85935,1.51697,0.68483,0.96992,0.00878725,0.00878725,0.00878725
247,1767.35,1.04183,2.27284,0.9507,1.1638,0.88865,0.85446,0.91712,0.66731,0.90941,0.80635,0.88872,0.51071,0.85936,1.53412,0.68493,0.97079,0.0087823,0.0087823,0.0087823
248,1774.76,1.04409,2.31045,0.96513,1.16591,0.88347,0.83533,0.9219,0.66979,0.92307,0.78013,0.88915,0.51413,0.86062,1.51547,0.68396,0.96829,0.00877735,0.00877735,0.00877735
249,1782.19,1.06853,2.34525,0.98438,1.18247,0.9045,0.82901,0.92673,0.68947,0.89419,0.81941,0.89694,0.5264,0.83886,1.5142,0.65565,0.95743,0.0087724,0.0087724,0.0087724
250,1789.56,1.09386,2.45857,1.01181,1.19006,0.91315,0.83151,0.92273,0.68069,0.90216,0.78798,0.87981,0.53435,0.83424,1.51127,0.6487,0.95741,0.00876745,0.00876745,0.00876745
251,1796.77,1.07384,2.39912,0.99478,1.18319,0.87742,0.81693,0.91791,0.65553,0.9109,0.75737,0.88586,0.51527,0.88598,1.57433,0.69754,0.98334,0.0087625,0.0087625,0.0087625
252,1804.24,1.05744,2.35592,0.98249,1.17938,0.88153,0.86752,0.92142,0.68466,0.83997,0.85112,0.89504,0.53283,0.84266,1.52068,0.66721,0.96396,0.00875755,0.00875755,0.00875755
253,1811.61,1.04232,2.26897,0.96023,1.17261,0.92202,0.83531,0.92409,0.68869,0.90239,0.81977,0.88931,0.51994,0.85994,1.53325,0.66312,0.97273,0.0087526,0.0087526,0.0087526
254,1818.89,1.03927,2.32399,0.95316,1.1648,0.92082,0.82021,0.91515,0.67206,0.90062,0.80289,0.88275,0.51959,0.86211,1.57536,0.68276,0.97063,0.00874765,0.00874765,0.00874765
255,1826.33,1.03306,2.26427,0.93318,1.15015,0.95152,0.80604,0.91839,0.67803,0.93506,0.80692,0.90821,0.53944,0.85646,1.49758,0.65409,0.96014,0.0087427,0.0087427,0.0087427
256,1833.67,1.05262,2.33293,0.9699,1.17286,0.94077,0.81909,0.91999,0.6764,0.92901,0.80464,0.89841,0.54244,0.83911,1.51114,0.64795,0.95632,0.00873775,0.00873775,0.00873775
257,1840.93,1.03707,2.27856,0.95435,1.15834,0.91772,0.8415,0.92567,0.69305,0.91156,0.83136,0.90359,0.5302,0.81624,1.49318,0.64484,0.94496,0.0087328,0.0087328,0.0087328
258,1848.18,1.05374,2.33198,0.96659,1.17414,0.89309,0.83905,0.92137,0.68837,0.88637,0.82989,0.89954,0.52403,0.8348,1.49897,0.65865,0.95969,0.00872785,0.00872785,0.00872785
