epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
267,27495.9,0.91817,2.06744,1.03375,1.11741,0.61809,0.61388,0.63099,0.44188,0.64785,0.57982,0.60129,0.32303,0.59246,1.10755,0.75846,0.72001,0.0086833,0.0086833,0.0086833
268,27598.4,0.92726,2.11907,1.05228,1.15534,0.65464,0.63263,0.65727,0.46488,0.63505,0.61552,0.62367,0.3445,0.59383,1.09109,0.73199,0.72145,0.00867835,0.00867835,0.00867835
269,27701.2,0.90493,2.08534,1.03438,1.13719,0.64104,0.64824,0.65191,0.45172,0.61857,0.627,0.61737,0.33857,0.59809,1.09574,0.7144,0.71995,0.0086734,0.0086734,0.0086734
270,27802.9,0.90582,2.00702,1.01384,1.1262,0.67745,0.54796,0.6275,0.44192,0.56237,0.60918,0.58772,0.32155,0.58747,1.10718,0.75961,0.71755,0.00866845,0.00866845,0.00866845
271,27904.5,0.88944,2.03587,1.03304,1.12145,0.67459,0.58509,0.63003,0.44394,0.63458,0.55209,0.58316,0.32637,0.61736,1.1322,0.81925,0.73405,0.0086635,0.0086635,0.0086635
272,28007.4,0.92637,2.12681,1.06917,1.13843,0.71997,0.59117,0.65512,0.46165,0.6867,0.55619,0.60491,0.34029,0.58599,1.10503,0.69732,0.71683,0.00865855,0.00865855,0.00865855
273,28111.4,0.90222,2.02166,1.03647,1.11875,0.71406,0.6217,0.66901,0.48057,0.68804,0.61019,0.63874,0.35778,0.57238,1.08436,0.68032,0.69571,0.0086536,0.0086536,0.0086536
274,28213.7,0.90479,2.10798,1.05237,1.12275,0.62369,0.64037,0.62836,0.44399,0.60276,0.61464,0.5999,0.32743,0.59424,1.1211,0.78201,0.71114,0.00864865,0.00864865,0.00864865
275,28315.2,0.89716,2.07254,1.02706,1.12765,0.66439,0.64397,0.64028,0.45768,0.62809,0.60396,0.59965,0.33619,0.57278,1.09393,0.70685,0.69519,0.0086437,0.0086437,0.0086437
276,28414.9,0.90362,2.04169,1.00245,1.12276,0.63372,0.60124,0.61454,0.43653,0.61264,0.5557,0.55362,0.31595,0.58078,1.10281,0.76464,0.71075,0.00863875,0.00863875,0.00863875
277,28516.2,0.91846,2.13053,1.06307,1.14702,0.64315,0.67785,0.66071,0.4724,0.61552,0.61351,0.61448,0.34843,0.58313,1.10296,0.70515,0.70386,0.0086338,0.0086338,0.0086338
278,28617,0.86694,2.01134,1.00637,1.09534,0.64336,0.65316,0.63619,0.45794,0.61934,0.62303,0.60476,0.33932,0.58781,1.1119,0.69453,0.70813,0.00862885,0.00862885,0.00862885
279,28719.9,0.89919,2.08362,1.0324,1.12451,0.64271,0.62746,0.62901,0.44176,0.61012,0.58449,0.57932,0.32334,0.58953,1.09415,0.71409,0.70785,0.0086239,0.0086239,0.0086239
280,28820,0.90138,2.07139,1.00487,1.1276,0.673,0.6383,0.68373,0.49679,0.63094,0.59346,0.62855,0.35834,0.56831,1.04785,0.65599,0.68532,0.00861895,0.00861895,0.00861895
281,28921.6,0.91726,2.10846,1.01613,1.14009,0.67909,0.63857,0.66499,0.48237,0.65434,0.6043,0.62159,0.35637,0.56066,1.05345,0.63035,0.6832,0.008614,0.008614,0.008614
282,29023.4,0.88661,2.00166,1.02314,1.11196,0.71024,0.60205,0.6541,0.46893,0.68487,0.56895,0.61444,0.34043,0.59787,1.1253,0.69618,0.71402,0.00860905,0.00860905,0.00860905
283,29126.4,0.93448,2.1141,1.05313,1.17246,0.74119,0.63053,0.71856,0.52076,0.71039,0.59161,0.67183,0.3747,0.5756,1.08636,0.65723,0.70212,0.0086041,0.0086041,0.0086041
284,29225.9,0.92861,2.07035,1.05046,1.15398,0.66879,0.62875,0.68297,0.49887,0.70321,0.5591,0.64144,0.36521,0.57191,1.0864,0.65754,0.68958,0.00859915,0.00859915,0.00859915
285,29324.1,0.85821,1.91436,0.92745,1.06771,0.66769,0.6499,0.66586,0.48043,0.65016,0.62539,0.63437,0.35807,0.59056,1.07739,0.70288,0.69973,0.0085942,0.0085942,0.0085942
286,29425.5,0.88978,2.04819,1.02976,1.12084,0.72395,0.63069,0.70419,0.49668,0.72246,0.58582,0.65708,0.36699,0.59796,1.09773,0.68183,0.70411,0.00858925,0.00858925,0.00858925
287,29526.6,0.89624,2.02204,1.01838,1.11272,0.68558,0.58545,0.65345,0.47037,0.68275,0.55741,0.61544,0.33445,0.57569,1.10227,0.69992,0.69105,0.0085843,0.0085843,0.0085843
288,29628,0.8707,2.03182,0.99985,1.09598,0.67803,0.67182,0.6747,0.48688,0.65762,0.63871,0.63377,0.36306,0.56735,1.0485,0.68052,0.68403,0.00857935,0.00857935,0.00857935
289,29730.7,0.88631,2.00589,1.00174,1.11482,0.72792,0.60524,0.6883,0.49218,0.70346,0.57743,0.64988,0.36296,0.58658,1.07456,0.69437,0.70108,0.0085744,0.0085744,0.0085744
290,29832.9,0.87508,2.02843,1.00666,1.11867,0.69661,0.62929,0.68359,0.49562,0.66692,0.58679,0.6402,0.35657,0.5971,1.07624,0.73585,0.71577,0.00856945,0.00856945,0.00856945
291,29933.3,0.873,2.02039,0.98376,1.10321,0.68656,0.61167,0.65832,0.47858,0.65193,0.58071,0.61307,0.34496,0.58689,1.10506,0.7491,0.70818,0.0085645,0.0085645,0.0085645
292,30036,0.89465,2.03976,1.01682,1.12693,0.64565,0.63906,0.64187,0.47237,0.62454,0.60662,0.60924,0.34906,0.55862,1.08888,0.70487,0.68078,0.00855955,0.00855955,0.00855955
293,30136.9,0.8813,2.00288,0.98105,1.10774,0.71294,0.64921,0.65862,0.47842,0.67727,0.62126,0.61806,0.34957,0.55429,1.05665,0.65207,0.68088,0.0085546,0.0085546,0.0085546
294,30236.3,0.88854,2.04421,1.0102,1.1378,0.68185,0.63421,0.65954,0.47251,0.6566,0.61032,0.62591,0.34341,0.57556,1.08287,0.7084,0.69856,0.00854965,0.00854965,0.00854965
295,30336.2,0.87297,2.00219,1.00601,1.1125,0.6902,0.61384,0.63223,0.45877,0.67781,0.57874,0.59791,0.33112,0.57572,1.08072,0.7146,0.70468,0.0085447,0.0085447,0.0085447
296,30438.9,0.88579,2.05042,1.01921,1.12586,0.70207,0.60996,0.64922,0.46249,0.66547,0.59943,0.61654,0.34456,0.57355,1.05946,0.66639,0.69955,0.00853975,0.00853975,0.00853975
297,30539.8,0.90036,2.07229,1.00248,1.1345,0.67111,0.60736,0.6396,0.44934,0.65824,0.55416,0.60136,0.32608,0.56954,1.07637,0.70587,0.69815,0.0085348,0.0085348,0.0085348
298,30639.7,0.89577,2.00005,0.98132,1.12005,0.63015,0.61459,0.62244,0.43896,0.65279,0.51977,0.5946,0.32401,0.57748,1.09328,0.72965,0.70523,0.00852985,0.00852985,0.00852985
299,30740.8,0.87459,2.01755,0.98035,1.11108,0.63135,0.59465,0.61496,0.43848,0.61207,0.56731,0.58697,0.3255,0.57445,1.07798,0.8507,0.6973,0.0085249,0.0085249,0.0085249
300,30844.3,0.87655,1.99851,0.95219,1.1167,0.72288,0.60909,0.68251,0.50487,0.66453,0.6169,0.6479,0.36647,0.55521,1.06148,0.65137,0.67644,0.00851995,0.00851995,0.00851995
301,30946.4,0.89683,2.00964,1.00491,1.13099,0.63954,0.61796,0.65204,0.4693,0.70698,0.53466,0.60851,0.34325,0.57627,1.08475,0.72992,0.69366,0.008515,0.008515,0.008515
302,31048.4,0.8535,1.92569,0.96269,1.09444,0.70255,0.61973,0.66077,0.47365,0.69732,0.57226,0.61594,0.34274,0.57852,1.06485,0.726,0.69967,0.00851005,0.00851005,0.00851005
303,31150.5,0.90267,2.06954,1.01377,1.12862,0.669,0.60374,0.63111,0.44839,0.64516,0.5817,0.59706,0.34071,0.58636,1.07495,0.72895,0.71028,0.0085051,0.0085051,0.0085051
304,31251.5,0.88305,2.0011,0.96826,1.10954,0.69133,0.62034,0.68419,0.48927,0.66885,0.59134,0.65338,0.36573,0.58613,1.07458,0.81025,0.70948,0.00850015,0.00850015,0.00850015
305,31353.3,0.89495,2.06088,1.02045,1.1357,0.72904,0.62106,0.70485,0.50391,0.67702,0.59209,0.65634,0.36453,0.57716,1.0574,0.78913,0.69858,0.0084952,0.0084952,0.0084952
306,31457.1,0.869,2.01511,0.9674,1.1074,0.65569,0.6386,0.65705,0.47313,0.61619,0.61345,0.61746,0.34954,0.58022,1.05571,0.74823,0.70201,0.00849025,0.00849025,0.00849025
307,31560.9,0.8632,1.97011,0.94147,1.09615,0.6832,0.67106,0.69032,0.50494,0.65651,0.64906,0.65697,0.38114,0.54933,1.0224,0.6573,0.68058,0.0084853,0.0084853,0.0084853
308,31661.6,0.86554,1.95709,0.95085,1.09465,0.65673,0.64291,0.68326,0.49471,0.64123,0.629,0.65644,0.37473,0.55389,1.03424,0.64786,0.6814,0.00848035,0.00848035,0.00848035
309,31763.7,0.91089,2.05084,1.00024,1.13433,0.66806,0.61618,0.6712,0.49268,0.64653,0.5935,0.65121,0.36089,0.55815,1.07058,0.65421,0.68223,0.0084754,0.0084754,0.0084754
310,31867,0.85242,1.95505,0.95508,1.07305,0.67685,0.63244,0.66347,0.48501,0.6681,0.6049,0.62771,0.34688,0.5687,1.10546,0.70891,0.69269,0.00847045,0.00847045,0.00847045
311,31970,0.89304,1.99764,0.96902,1.1092,0.68203,0.67051,0.71461,0.52343,0.68806,0.6431,0.69053,0.38401,0.55769,1.05306,0.64166,0.67963,0.0084655,0.0084655,0.0084655
312,32072.4,0.85,1.91925,0.95805,1.09567,0.65706,0.66989,0.68013,0.49012,0.62824,0.641,0.63425,0.35713,0.56683,1.09034,0.70795,0.69338,0.00846055,0.00846055,0.00846055
313,32176.1,0.89061,1.98222,0.97544,1.12043,0.73253,0.66018,0.71932,0.53146,0.7214,0.64341,0.69276,0.39983,0.5356,1.00512,0.59071,0.66752,0.0084556,0.0084556,0.0084556
314,32278.2,0.86732,1.95228,0.94153,1.09138,0.64926,0.67817,0.68795,0.50607,0.62256,0.65026,0.65749,0.38346,0.54203,1.0334,0.63731,0.67308,0.00845065,0.00845065,0.00845065
315,32379.5,0.88888,2.03298,0.98179,1.12945,0.66837,0.68804,0.69216,0.509,0.69202,0.66251,0.67309,0.38121,0.53989,1.02862,0.62839,0.67321,0.0084457,0.0084457,0.0084457
316,32482.9,0.89582,2.04103,0.99573,1.1284,0.69414,0.68596,0.68635,0.49984,0.68745,0.67481,0.66609,0.37632,0.54416,1.02356,0.63504,0.67679,0.00844075,0.00844075,0.00844075
317,32583.5,0.88807,2.01443,0.99475,1.11589,0.70205,0.68578,0.68713,0.50157,0.69889,0.66528,0.67207,0.38236,0.54822,1.01159,0.63108,0.67441,0.0084358,0.0084358,0.0084358
318,32685.9,0.85454,1.92513,0.96218,1.09429,0.74257,0.66237,0.71827,0.52892,0.72385,0.66666,0.70387,0.39176,0.53183,1.0033,0.58676,0.66113,0.00843085,0.00843085,0.00843085
319,32787.9,0.87786,1.98323,0.96537,1.10982,0.73015,0.62816,0.67396,0.4984,0.70402,0.58148,0.63492,0.36369,0.54793,1.03188,0.71538,0.67755,0.0084259,0.0084259,0.0084259
320,32890.9,0.84838,1.98185,0.95371,1.08766,0.70098,0.69426,0.70577,0.51602,0.7161,0.64452,0.68053,0.39341,0.55331,1.02428,0.61974,0.68249,0.00842095,0.00842095,0.00842095
321,32992,0.85549,2.0289,0.95226,1.09668,0.7648,0.67256,0.73026,0.52626,0.72711,0.65865,0.69293,0.4037,0.55369,1.00403,0.59548,0.67477,0.008416,0.008416,0.008416
322,33092.4,0.83465,1.8736,0.95003,1.08111,0.72594,0.65472,0.71597,0.51115,0.72562,0.61242,0.68388,0.38902,0.56981,1.0489,0.69266,0.70221,0.00841105,0.00841105,0.00841105
323,33196.4,0.85955,1.95272,0.9478,1.10765,0.74021,0.66481,0.68919,0.50756,0.71045,0.62696,0.65075,0.3765,0.5365,1.03201,0.67325,0.67709,0.0084061,0.0084061,0.0084061
324,33297.7,0.88255,2.03859,0.97378,1.10821,0.65441,0.72928,0.6872,0.49683,0.63424,0.6864,0.65413,0.36298,0.54981,1.04584,0.66394,0.68073,0.00840115,0.00840115,0.00840115
325,33399.4,0.83854,1.91947,0.92354,1.07622,0.67445,0.69169,0.67018,0.48908,0.65299,0.65313,0.63093,0.36225,0.5558,1.03629,0.67463,0.68218,0.0083962,0.0083962,0.0083962
326,33502.1,0.8882,2.06335,0.98779,1.12183,0.71892,0.67275,0.7056,0.51632,0.6949,0.63312,0.66567,0.38133,0.54882,1.02344,0.67974,0.67709,0.00839125,0.00839125,0.00839125
327,33606.8,0.87148,2.0743,0.9631,1.11702,0.72212,0.68605,0.75114,0.55685,0.69513,0.6592,0.71398,0.41278,0.54728,1.00867,0.61519,0.67169,0.0083863,0.0083863,0.0083863
328,33710.2,0.85924,1.97009,0.95007,1.09112,0.68587,0.67052,0.72525,0.53595,0.64434,0.64381,0.68238,0.39666,0.54363,1.01692,0.63758,0.67412,0.00838135,0.00838135,0.00838135
329,33813.2,0.852,1.95756,0.94041,1.08888,0.68935,0.67287,0.72914,0.54011,0.76616,0.60454,0.70686,0.39966,0.55162,1.02001,0.65035,0.67823,0.0083764,0.0083764,0.0083764
330,33916.1,0.86643,1.95793,0.9203,1.09464,0.71639,0.69107,0.74176,0.55248,0.70151,0.66507,0.71502,0.40529,0.54588,1.01394,0.6022,0.67433,0.00837145,0.00837145,0.00837145
331,34018.4,0.84529,1.95251,0.92107,1.07281,0.74359,0.67024,0.73354,0.54217,0.72994,0.62913,0.70134,0.40756,0.5391,0.99183,0.59756,0.671,0.0083665,0.0083665,0.0083665
332,34116.2,0.8485,1.99582,0.94,1.09173,0.70383,0.6647,0.69942,0.51355,0.68665,0.62267,0.66102,0.37963,0.55823,1.00864,0.66411,0.68201,0.00836155,0.00836155,0.00836155
333,34219.1,0.83165,1.94129,0.91437,1.08219,0.72088,0.6833,0.71917,0.5313,0.70133,0.65245,0.68608,0.39732,0.54473,0.99578,0.60751,0.66932,0.0083566,0.0083566,0.0083566
334,34322.2,0.84395,1.99043,0.95366,1.08989,0.77813,0.61881,0.71559,0.53141,0.76767,0.60336,0.69415,0.39752,0.53874,1.0221,0.60332,0.66718,0.00835165,0.00835165,0.00835165
335,34425.3,0.8473,1.94407,0.91587,1.09893,0.7049,0.65719,0.68139,0.50484,0.69045,0.63985,0.65154,0.37674,0.54171,1.01384,0.61966,0.66579,0.0083467,0.0083467,0.0083467
336,34526.8,0.85948,2.00138,0.95728,1.11135,0.74314,0.66687,0.71695,0.53664,0.7274,0.65167,0.68447,0.40215,0.53283,0.99497,0.58676,0.66151,0.00834175,0.00834175,0.00834175
337,34628.8,0.8673,2.05516,0.95316,1.11333,0.7524,0.6779,0.73294,0.54732,0.7462,0.63489,0.69043,0.40111,0.52445,0.98287,0.56425,0.65001,0.0083368,0.0083368,0.0083368
338,34730.2,0.85866,2.01153,0.96696,1.09754,0.72552,0.64516,0.71174,0.52912,0.73549,0.62741,0.67936,0.38572,0.54158,1.0219,0.60538,0.66932,0.00833185,0.00833185,0.00833185
339,34830.8,0.79811,1.85666,0.88363,1.04515,0.73059,0.68143,0.73526,0.55836,0.7159,0.62279,0.68638,0.3954,0.52698,0.99129,0.58596,0.66102,0.0083269,0.0083269,0.0083269
340,34932.9,0.82745,1.94272,0.91436,1.07698,0.69739,0.72644,0.72592,0.54234,0.67149,0.69907,0.6899,0.39271,0.5317,0.98691,0.57518,0.66242,0.00832195,0.00832195,0.00832195
341,35034.3,0.82369,1.91337,0.89698,1.07701,0.77831,0.62346,0.72317,0.52738,0.71422,0.64484,0.6999,0.39335,0.53157,0.97542,0.54308,0.65689,0.008317,0.008317,0.008317
342,35137,0.81566,1.86584,0.89425,1.04825,0.69205,0.68254,0.70455,0.5119,0.66285,0.64296,0.66634,0.38141,0.53271,0.99092,0.58019,0.66106,0.00831205,0.00831205,0.00831205
343,35240.8,0.8483,1.96853,0.93436,1.09113,0.76422,0.69195,0.74527,0.55062,0.73152,0.66455,0.70262,0.40567,0.51482,0.96131,0.53506,0.64543,0.0083071,0.0083071,0.0083071
344,35343.7,0.86116,2.01714,0.95438,1.10779,0.74134,0.68205,0.73993,0.54483,0.71823,0.6591,0.69941,0.39852,0.52556,0.99065,0.57851,0.65969,0.00830215,0.00830215,0.00830215
345,35445.9,0.86365,1.94744,0.93513,1.0981,0.73588,0.71043,0.76814,0.57139,0.7149,0.68827,0.72929,0.42381,0.52254,0.95414,0.51267,0.65676,0.0082972,0.0082972,0.0082972
346,35549.4,0.87088,2.00714,0.95412,1.11352,0.71667,0.69442,0.73927,0.54173,0.69277,0.66608,0.70103,0.40958,0.53922,0.97092,0.59792,0.67176,0.00829225,0.00829225,0.00829225
347,35651,0.8402,1.9487,0.89962,1.08132,0.7021,0.72687,0.75992,0.56569,0.68792,0.69459,0.73271,0.42808,0.52011,0.92371,0.5446,0.65996,0.0082873,0.0082873,0.0082873
348,35752.6,0.83545,1.9986,0.9201,1.08947,0.69661,0.69368,0.73435,0.53893,0.67846,0.67705,0.70891,0.4096,0.52651,0.95257,0.56404,0.66098,0.00828235,0.00828235,0.00828235
349,35852.6,0.81646,1.97454,0.91616,1.0735,0.71352,0.66734,0.70647,0.51579,0.69156,0.65208,0.67755,0.38417,0.53111,0.96271,0.55442,0.66164,0.0082774,0.0082774,0.0082774
350,35953.2,0.86099,2.01519,0.9331,1.1074,0.67352,0.65552,0.70175,0.50512,0.66983,0.63175,0.67608,0.37867,0.54213,1.02031,0.59605,0.67165,0.00827245,0.00827245,0.00827245
351,36054.7,0.84483,1.9668,0.90571,1.088,0.74448,0.70349,0.76086,0.55132,0.73908,0.6858,0.72946,0.41739,0.5318,0.96224,0.57149,0.65725,0.0082675,0.0082675,0.0082675
352,36156.7,0.84829,1.91641,0.88852,1.07356,0.75446,0.69055,0.75642,0.55783,0.74329,0.6763,0.72459,0.41869,0.52158,0.93702,0.55124,0.6474,0.00826255,0.00826255,0.00826255
353,36260.2,0.8463,1.89746,0.91412,1.07587,0.75533,0.70431,0.77084,0.56141,0.74511,0.68267,0.73799,0.42402,0.52456,0.92746,0.5332,0.64807,0.0082576,0.0082576,0.0082576
354,36361.8,0.85247,1.96313,0.93519,1.08614,0.73315,0.68563,0.75773,0.55008,0.68766,0.68272,0.71832,0.42626,0.53336,0.95045,0.56392,0.66054,0.00825265,0.00825265,0.00825265
355,36466.7,0.86387,1.96656,0.93964,1.11089,0.75388,0.69619,0.77109,0.57017,0.74129,0.67135,0.745,0.43654,0.50972,0.91915,0.51519,0.6469,0.0082477,0.0082477,0.0082477
356,36569.8,0.81483,1.87976,0.89286,1.07804,0.72699,0.69875,0.75351,0.55588,0.77595,0.64219,0.72029,0.42841,0.51552,0.94965,0.54627,0.65453,0.00824275,0.00824275,0.00824275
357,36671.7,0.86584,1.97297,0.91719,1.10567,0.71132,0.73256,0.79121,0.5809,0.72561,0.71075,0.76446,0.44654,0.51318,0.94121,0.52889,0.65232,0.0082378,0.0082378,0.0082378
358,36772.2,0.83407,1.94099,0.90842,1.08087,0.7283,0.72836,0.78211,0.58061,0.73393,0.6845,0.7548,0.44468,0.50826,0.95951,0.5067,0.65143,0.00823285,0.00823285,0.00823285
359,36872.7,0.81813,1.85672,0.87539,1.04961,0.76156,0.73033,0.79225,0.59208,0.74837,0.70006,0.76864,0.45204,0.50639,0.91978,0.49994,0.64606,0.0082279,0.0082279,0.0082279
360,36974.3,0.83,1.88094,0.88386,1.04572,0.7356,0.71001,0.7658,0.57165,0.71379,0.68588,0.74018,0.4305,0.5179,0.95213,0.55771,0.64921,0.00822295,0.00822295,0.00822295
361,37076.1,0.82697,1.93245,0.89803,1.07808,0.74051,0.71451,0.76796,0.57211,0.72075,0.69154,0.74426,0.43346,0.51075,0.94699,0.55326,0.64214,0.008218,0.008218,0.008218
362,37177.2,0.82544,1.84829,0.8796,1.04537,0.75456,0.71394,0.77611,0.57637,0.71417,0.71699,0.74751,0.43665,0.52489,0.9442,0.56098,0.65415,0.00821305,0.00821305,0.00821305
363,37280.1,0.82465,1.92378,0.89259,1.05319,0.76011,0.70901,0.76752,0.57457,0.77424,0.67858,0.74515,0.42804,0.52877,0.96728,0.55598,0.64983,0.0082081,0.0082081,0.0082081
364,37381.1,0.86295,1.98533,0.92417,1.10361,0.74357,0.7145,0.76376,0.57213,0.73447,0.70063,0.74449,0.42825,0.51941,0.95563,0.54744,0.64659,0.00820315,0.00820315,0.00820315
365,37481.3,0.81342,1.85278,0.87965,1.05844,0.72942,0.71726,0.75919,0.56672,0.71028,0.69861,0.73332,0.42595,0.50548,0.92684,0.53959,0.63785,0.0081982,0.0081982,0.0081982
366,37581.3,0.81413,1.85445,0.87214,1.06104,0.75389,0.7078,0.77297,0.57057,0.73471,0.69416,0.75027,0.43101,0.50088,0.92565,0.52776,0.62818,0.00819325,0.00819325,0.00819325
367,37684.8,0.83161,1.91352,0.8805,1.06885,0.79488,0.67172,0.76885,0.56072,0.77736,0.66723,0.75241,0.42695,0.50824,0.93388,0.52054,0.63487,0.0081883,0.0081883,0.0081883
368,37789.2,0.8131,1.89041,0.86631,1.06413,0.76269,0.68522,0.76946,0.55296,0.74751,0.67496,0.75432,0.4372,0.51086,0.96107,0.54164,0.64072,0.00818335,0.00818335,0.00818335
369,37894.1,0.8324,1.93663,0.89061,1.08952,0.71193,0.71195,0.76891,0.56784,0.7046,0.70928,0.75796,0.44477,0.49955,0.94809,0.54743,0.63371,0.0081784,0.0081784,0.0081784
370,37997.1,0.79185,1.89445,0.84826,1.03206,0.73477,0.73261,0.76754,0.57129,0.72147,0.70286,0.73675,0.43241,0.50271,0.94999,0.54372,0.63771,0.00817345,0.00817345,0.00817345
371,38100,0.81465,1.93888,0.87797,1.07254,0.7444,0.72472,0.7636,0.5659,0.70962,0.70535,0.73795,0.42346,0.50223,0.94114,0.5366,0.63518,0.0081685,0.0081685,0.0081685
372,38205.2,0.8252,1.92406,0.89245,1.07957,0.74278,0.71058,0.75173,0.55846,0.7211,0.69274,0.72607,0.42038,0.49617,0.93991,0.55403,0.62979,0.00816355,0.00816355,0.00816355
373,38307.4,0.85644,1.96272,0.89691,1.08481,0.79114,0.69997,0.77939,0.58319,0.76791,0.68096,0.74697,0.43401,0.49694,0.9226,0.54873,0.63079,0.0081586,0.0081586,0.0081586
374,38413.4,0.84662,1.92876,0.91891,1.08955,0.7581,0.72261,0.78231,0.58956,0.7355,0.69865,0.74481,0.43681,0.50166,0.95248,0.56084,0.63072,0.00815365,0.00815365,0.00815365
375,38517,0.81556,1.88812,0.88056,1.05515,0.77994,0.70929,0.78497,0.59215,0.73488,0.69806,0.74888,0.44338,0.49595,0.9377,0.54667,0.6242,0.0081487,0.0081487,0.0081487
376,38621.5,0.82672,1.89785,0.89623,1.07395,0.77414,0.7201,0.77136,0.58958,0.74691,0.69231,0.74534,0.44606,0.4731,0.90428,0.50823,0.6086,0.00814375,0.00814375,0.00814375
377,38724.7,0.81368,1.8972,0.86837,1.05941,0.73742,0.74459,0.77335,0.57975,0.70634,0.70911,0.74006,0.4377,0.47519,0.92329,0.53545,0.61705,0.0081388,0.0081388,0.0081388
378,38825.7,0.83334,1.94186,0.89323,1.09223,0.80248,0.70317,0.79333,0.60778,0.78084,0.6709,0.75837,0.46559,0.48018,0.89587,0.54352,0.61629,0.00813385,0.00813385,0.00813385
379,38927.9,0.85823,1.94996,0.8814,1.09828,0.74587,0.73653,0.78745,0.59599,0.73298,0.67359,0.74207,0.44423,0.49777,0.90675,0.56121,0.62461,0.0081289,0.0081289,0.0081289
380,39031.8,0.81751,1.92426,0.87806,1.07725,0.798,0.67856,0.79738,0.61043,0.77672,0.65958,0.77119,0.46059,0.49718,0.90531,0.54807,0.62516,0.00812395,0.00812395,0.00812395
381,39133.7,0.7863,1.86877,0.80176,1.02952,0.77555,0.70902,0.7943,0.60586,0.78217,0.66744,0.76352,0.46381,0.49171,0.89332,0.52357,0.62338,0.008119,0.008119,0.008119
382,39236.9,0.80706,1.86104,0.84759,1.05663,0.82202,0.67199,0.80354,0.60797,0.78398,0.67252,0.7816,0.46259,0.4869,0.91074,0.54814,0.62062,0.00811405,0.00811405,0.00811405
383,39338.5,0.82836,1.84479,0.85874,1.05589,0.78139,0.74464,0.80169,0.61174,0.76404,0.69801,0.75857,0.4508,0.48783,0.92026,0.53907,0.61829,0.0081091,0.0081091,0.0081091
384,39442.2,0.81496,1.8796,0.84554,1.0573,0.79789,0.74272,0.79441,0.61019,0.78584,0.72808,0.77257,0.44433,0.48655,0.92274,0.52513,0.62192,0.00810415,0.00810415,0.00810415
385,39546.1,0.80923,1.90717,0.85921,1.04597,0.79613,0.7525,0.79553,0.60101,0.76592,0.72318,0.76281,0.44774,0.49192,0.93135,0.51401,0.62642,0.0080992,0.0080992,0.0080992
386,39649.4,0.80475,1.87462,0.85266,1.05401,0.83019,0.70438,0.78998,0.58743,0.79774,0.68784,0.76029,0.44229,0.49115,0.92153,0.51927,0.62807,0.00809425,0.00809425,0.00809425
387,39752.9,0.79845,1.8236,0.8414,1.03714,0.76749,0.73165,0.77689,0.57447,0.76381,0.7167,0.75503,0.42919,0.50791,0.93447,0.54137,0.64492,0.0080893,0.0080893,0.0080893
388,39854.8,0.84258,1.88459,0.87075,1.0743,0.75244,0.77629,0.78634,0.5856,0.73534,0.75819,0.7683,0.4324,0.49257,0.91292,0.50517,0.63567,0.00808435,0.00808435,0.00808435
389,39956.7,0.79665,1.86111,0.85289,1.05275,0.75812,0.73206,0.76893,0.5717,0.73279,0.70691,0.73009,0.41817,0.51033,0.94301,0.55401,0.64463,0.0080794,0.0080794,0.0080794
390,40057.3,0.8204,1.93224,0.87598,1.06995,0.76677,0.7212,0.77097,0.57254,0.73984,0.70971,0.74204,0.43018,0.50681,0.93972,0.56439,0.63714,0.00807445,0.00807445,0.00807445
391,40157.1,0.82328,1.84249,0.85073,1.06403,0.76796,0.7354,0.7746,0.58273,0.75783,0.72459,0.75645,0.4366,0.49516,0.92751,0.54685,0.62533,0.0080695,0.0080695,0.0080695
392,40258.1,0.7959,1.8229,0.83931,1.03052,0.80869,0.72616,0.79885,0.60728,0.78502,0.69586,0.76399,0.45264,0.49291,0.90205,0.53363,0.61973,0.00806455,0.00806455,0.00806455
393,40358,0.77332,1.84849,0.83347,1.02504,0.80605,0.71015,0.79456,0.60346,0.77354,0.67772,0.75439,0.44868,0.48977,0.89958,0.53573,0.61658,0.0080596,0.0080596,0.0080596
394,40460,0.798,1.8726,0.83205,1.05311,0.7383,0.74678,0.76854,0.57438,0.68737,0.73484,0.73391,0.42658,0.50126,0.91012,0.55357,0.62446,0.00805465,0.00805465,0.00805465
395,40561.1,0.80473,1.84405,0.83525,1.04393,0.71951,0.74774,0.77273,0.57056,0.74776,0.6908,0.74779,0.4257,0.50913,0.92449,0.5444,0.63401,0.0080497,0.0080497,0.0080497
396,40663.5,0.82221,1.88837,0.86788,1.06072,0.751,0.74352,0.79587,0.59322,0.72504,0.71422,0.76534,0.44595,0.49719,0.89431,0.49698,0.62555,0.00804475,0.00804475,0.00804475
397,40764.5,0.79064,1.87669,0.84748,1.04301,0.75897,0.76071,0.79426,0.59611,0.74627,0.74312,0.77332,0.45097,0.47982,0.87622,0.4794,0.61443,0.0080398,0.0080398,0.0080398
398,40868.4,0.79916,1.84183,0.83407,1.04937,0.76633,0.76092,0.78662,0.59263,0.75703,0.73943,0.76713,0.45171,0.47831,0.88096,0.48049,0.61831,0.00803485,0.00803485,0.00803485
