epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
534,56642.2,0.70629,1.68454,0.68756,0.95749,0.83928,0.79848,0.87,0.69695,0.82555,0.78617,0.85274,0.5296,0.40298,0.77759,0.38582,0.56068,0.00736165,0.00736165,0.00736165
535,56742.9,0.73892,1.72976,0.71307,1.00778,0.82473,0.8106,0.86323,0.68971,0.81169,0.79996,0.84641,0.53009,0.40297,0.77226,0.38329,0.55997,0.0073567,0.0073567,0.0073567
536,56842.7,0.72343,1.67307,0.70313,0.99692,0.83996,0.80092,0.86548,0.69473,0.82342,0.78674,0.84585,0.5334,0.40599,0.7692,0.38585,0.55939,0.00735175,0.00735175,0.00735175
537,56944.7,0.70438,1.63135,0.68689,0.97705,0.84153,0.78009,0.86011,0.67491,0.83387,0.76554,0.84331,0.52061,0.40369,0.76242,0.38266,0.55859,0.0073468,0.0073468,0.0073468
538,57046.5,0.70268,1.65472,0.68471,0.97636,0.8541,0.7825,0.87783,0.68722,0.84626,0.76958,0.85262,0.53013,0.40139,0.7569,0.37629,0.55716,0.00734185,0.00734185,0.00734185
539,57147.1,0.74252,1.71715,0.72866,1.00365,0.88296,0.75164,0.86847,0.67861,0.87003,0.73805,0.84225,0.52999,0.40189,0.76416,0.37445,0.55813,0.0073369,0.0073369,0.0073369
540,57248,0.70785,1.62836,0.69296,0.97304,0.86251,0.78181,0.87297,0.68808,0.84313,0.7678,0.84462,0.53482,0.39398,0.75865,0.36468,0.55223,0.00733195,0.00733195,0.00733195
541,57349,0.70359,1.68677,0.68076,0.98768,0.88784,0.77629,0.87608,0.68951,0.86806,0.76115,0.84839,0.53908,0.39428,0.75885,0.3641,0.54989,0.007327,0.007327,0.007327
542,57449.5,0.69218,1.62665,0.68999,0.95012,0.86568,0.77815,0.87449,0.68878,0.8596,0.76636,0.84736,0.53386,0.39704,0.76464,0.36982,0.55223,0.00732205,0.00732205,0.00732205
543,57549.6,0.73225,1.70353,0.70513,0.99738,0.88839,0.7754,0.87409,0.68904,0.874,0.76562,0.84649,0.54074,0.39206,0.76163,0.36702,0.54907,0.0073171,0.0073171,0.0073171
544,57651.5,0.69252,1.64368,0.68764,0.9649,0.87692,0.77633,0.8673,0.68937,0.86345,0.76384,0.84472,0.53295,0.39181,0.75882,0.37201,0.55009,0.00731215,0.00731215,0.00731215
545,57753.3,0.72153,1.7548,0.71151,1.0032,0.86165,0.78352,0.86977,0.69152,0.85123,0.77632,0.85203,0.53525,0.39094,0.75109,0.36546,0.55051,0.0073072,0.0073072,0.0073072
546,57854.3,0.70178,1.66594,0.68483,0.98044,0.86335,0.78611,0.86579,0.69579,0.85417,0.77867,0.8461,0.53884,0.38897,0.75287,0.36136,0.55074,0.00730225,0.00730225,0.00730225
547,57956.3,0.74879,1.71492,0.75831,1.01216,0.8423,0.78515,0.86107,0.69204,0.83394,0.77425,0.83414,0.52887,0.39406,0.76204,0.36624,0.552,0.0072973,0.0072973,0.0072973
548,58058.6,0.66256,1.5625,0.6687,0.94117,0.82462,0.79962,0.86355,0.69505,0.81666,0.78538,0.83949,0.53421,0.39488,0.76492,0.37481,0.55072,0.00729235,0.00729235,0.00729235
549,58162.4,0.71286,1.67263,0.71177,0.99048,0.8455,0.78497,0.8679,0.69458,0.83372,0.77363,0.84066,0.53544,0.38971,0.76561,0.37427,0.54781,0.0072874,0.0072874,0.0072874
550,58267.7,0.71856,1.64591,0.69123,0.98771,0.84404,0.80215,0.87047,0.69678,0.83159,0.79023,0.84748,0.54217,0.39499,0.76533,0.37497,0.55028,0.00728245,0.00728245,0.00728245
551,58369.7,0.704,1.65023,0.68906,0.98302,0.8243,0.80139,0.87556,0.69312,0.81226,0.79074,0.85066,0.54099,0.39696,0.75723,0.3708,0.55181,0.0072775,0.0072775,0.0072775
552,58471.4,0.6815,1.59735,0.66819,0.9556,0.84159,0.79448,0.88184,0.69293,0.82452,0.78126,0.85414,0.53815,0.39965,0.75287,0.37487,0.55495,0.00727255,0.00727255,0.00727255
553,58572.9,0.69482,1.59678,0.67633,0.96726,0.81101,0.83352,0.87924,0.68788,0.79629,0.81123,0.85085,0.53579,0.40041,0.7459,0.37244,0.55604,0.0072676,0.0072676,0.0072676
554,58676,0.67451,1.60321,0.65232,0.95255,0.88805,0.74291,0.87281,0.68354,0.87956,0.7302,0.84685,0.53472,0.40083,0.74793,0.37864,0.55715,0.00726265,0.00726265,0.00726265
555,58776.3,0.69523,1.58644,0.66901,0.95531,0.89102,0.74555,0.8771,0.68556,0.87943,0.73454,0.851,0.53448,0.40147,0.75159,0.38836,0.55751,0.0072577,0.0072577,0.0072577
556,58877.6,0.70099,1.61318,0.69594,0.98807,0.87364,0.78148,0.88928,0.69874,0.85774,0.76777,0.86266,0.54666,0.39483,0.74415,0.36529,0.55356,0.00725275,0.00725275,0.00725275
557,58980.1,0.70338,1.64589,0.70135,0.98406,0.88894,0.78125,0.89459,0.70402,0.87096,0.76869,0.86458,0.55427,0.38818,0.7394,0.3508,0.54829,0.0072478,0.0072478,0.0072478
558,59081.4,0.71923,1.66499,0.68618,0.97674,0.83126,0.82811,0.89359,0.70781,0.88485,0.76347,0.86899,0.55631,0.38683,0.74376,0.35013,0.54766,0.00724285,0.00724285,0.00724285
559,59181.7,0.70254,1.67182,0.67893,0.97116,0.83257,0.81547,0.88534,0.70938,0.90288,0.74505,0.86444,0.55547,0.38418,0.74553,0.35757,0.54688,0.0072379,0.0072379,0.0072379
560,59283,0.7141,1.68864,0.69045,0.97605,0.87953,0.80022,0.88425,0.70725,0.87045,0.77556,0.86373,0.55332,0.384,0.74683,0.36069,0.54417,0.00723295,0.00723295,0.00723295
561,59385,0.6998,1.66265,0.68227,0.97664,0.89082,0.78875,0.89521,0.70988,0.86927,0.76916,0.86649,0.54552,0.38522,0.7437,0.35725,0.54542,0.007228,0.007228,0.007228
562,59486.8,0.68248,1.61147,0.68346,0.95655,0.88241,0.7888,0.89129,0.7069,0.85823,0.77222,0.86156,0.53503,0.38619,0.75103,0.37255,0.54618,0.00722305,0.00722305,0.00722305
563,59588.7,0.69898,1.58454,0.65755,0.9631,0.89899,0.78274,0.89131,0.706,0.87843,0.76449,0.86421,0.53822,0.38315,0.74644,0.36292,0.544,0.0072181,0.0072181,0.0072181
564,59694.8,0.71263,1.72043,0.70602,1.01258,0.87262,0.78926,0.87588,0.69298,0.85353,0.77099,0.85254,0.53229,0.38513,0.75531,0.36179,0.54626,0.00721315,0.00721315,0.00721315
565,59807.2,0.70809,1.61768,0.67618,0.97831,0.86084,0.78921,0.86888,0.68993,0.84455,0.77851,0.84979,0.52996,0.38856,0.75828,0.36497,0.54827,0.0072082,0.0072082,0.0072082
566,59908.2,0.70241,1.63373,0.67469,0.98007,0.84864,0.78648,0.86605,0.6823,0.82828,0.77302,0.84388,0.52848,0.39288,0.76186,0.3727,0.54998,0.00720325,0.00720325,0.00720325
567,60020.8,0.69294,1.59734,0.67855,0.95732,0.82342,0.77716,0.86089,0.67717,0.80951,0.76501,0.83852,0.52475,0.39794,0.76615,0.37868,0.5529,0.0071983,0.0071983,0.0071983
568,60238.2,0.70483,1.61251,0.69549,0.96392,0.86049,0.77575,0.86751,0.67149,0.84104,0.76251,0.84299,0.52433,0.39998,0.77306,0.38464,0.55545,0.00719335,0.00719335,0.00719335
569,60337.2,0.68365,1.60391,0.67477,0.95728,0.87043,0.78175,0.87745,0.69046,0.84944,0.76425,0.85263,0.53213,0.39602,0.76792,0.37433,0.55271,0.0071884,0.0071884,0.0071884
570,60438.1,0.71075,1.66135,0.70118,0.97903,0.86086,0.78675,0.87339,0.69216,0.84767,0.77274,0.85188,0.5285,0.39148,0.76919,0.37925,0.55196,0.00718345,0.00718345,0.00718345
571,60544.2,0.66569,1.54575,0.65077,0.95504,0.84491,0.7898,0.8674,0.69816,0.83059,0.77398,0.84835,0.53178,0.3882,0.76563,0.37028,0.54952,0.0071785,0.0071785,0.0071785
572,60651.9,0.68199,1.59532,0.65388,0.97371,0.87968,0.78693,0.88341,0.71509,0.86578,0.77382,0.86533,0.5437,0.3845,0.75635,0.3565,0.54832,0.00717355,0.00717355,0.00717355
573,60756,0.70416,1.63368,0.67826,0.96986,0.87229,0.79318,0.88709,0.72155,0.85649,0.77817,0.87044,0.55756,0.38442,0.75495,0.34947,0.54787,0.0071686,0.0071686,0.0071686
574,60861.4,0.69382,1.59495,0.65731,0.96681,0.87988,0.79453,0.88757,0.71705,0.86284,0.77893,0.8719,0.55647,0.38189,0.75243,0.34644,0.54403,0.00716365,0.00716365,0.00716365
575,60965.6,0.70074,1.57816,0.66888,0.97564,0.85608,0.79395,0.89013,0.7234,0.83859,0.77684,0.87498,0.55852,0.37901,0.75439,0.34571,0.54133,0.0071587,0.0071587,0.0071587
576,61069.7,0.70827,1.60741,0.70813,0.99227,0.87739,0.78958,0.88688,0.71979,0.87204,0.78428,0.87426,0.555,0.38179,0.75783,0.34381,0.54281,0.00715375,0.00715375,0.00715375
577,61172.6,0.70348,1.62717,0.67269,0.97625,0.8997,0.7777,0.8861,0.71877,0.89419,0.7727,0.87426,0.55538,0.38394,0.75444,0.34247,0.54313,0.0071488,0.0071488,0.0071488
578,61276.4,0.72113,1.65659,0.67831,0.9897,0.89736,0.77797,0.88768,0.72316,0.8936,0.7734,0.87507,0.55967,0.38592,0.75282,0.34443,0.54578,0.00714385,0.00714385,0.00714385
579,61380.4,0.69075,1.61827,0.66954,0.95661,0.90331,0.77409,0.8854,0.72317,0.89812,0.76918,0.86992,0.55734,0.38685,0.74422,0.34511,0.54518,0.0071389,0.0071389,0.0071389
580,61484.2,0.69235,1.59672,0.67784,0.96027,0.89755,0.77447,0.8829,0.7187,0.89214,0.77097,0.8687,0.55959,0.38798,0.74135,0.34746,0.54528,0.00713395,0.00713395,0.00713395
581,61586.2,0.69442,1.59213,0.66674,0.98707,0.88047,0.80044,0.89024,0.72604,0.87619,0.79829,0.8767,0.56142,0.38502,0.73902,0.3437,0.54342,0.007129,0.007129,0.007129
582,61690.1,0.70457,1.63259,0.68092,0.97643,0.88795,0.79352,0.89599,0.72898,0.8839,0.79012,0.8826,0.56551,0.38196,0.73552,0.33634,0.54168,0.00712405,0.00712405,0.00712405
583,61792.1,0.66735,1.59648,0.64587,0.94689,0.8789,0.79416,0.89607,0.7249,0.87382,0.78632,0.87835,0.5653,0.38412,0.74077,0.3393,0.54266,0.0071191,0.0071191,0.0071191
584,61896.5,0.68497,1.54609,0.6587,0.96664,0.88168,0.80073,0.89681,0.71377,0.88407,0.79395,0.88216,0.55367,0.38168,0.73623,0.333,0.54139,0.00711415,0.00711415,0.00711415
585,62001.2,0.66718,1.54813,0.63478,0.96749,0.86247,0.84018,0.8991,0.71376,0.85511,0.82332,0.88359,0.55612,0.37921,0.73496,0.32805,0.54044,0.0071092,0.0071092,0.0071092
586,62101.5,0.67313,1.56781,0.66765,0.94794,0.88445,0.82719,0.90349,0.71927,0.88107,0.81894,0.88984,0.55856,0.37732,0.73226,0.32388,0.53889,0.00710425,0.00710425,0.00710425
587,62205.2,0.70544,1.69039,0.68329,0.97769,0.88958,0.82945,0.90398,0.72601,0.88607,0.81916,0.89252,0.56688,0.37653,0.72745,0.32105,0.53867,0.0070993,0.0070993,0.0070993
588,62307.8,0.71022,1.64076,0.68525,0.98476,0.88603,0.83141,0.90117,0.72287,0.89214,0.80637,0.88948,0.57133,0.37602,0.72652,0.32173,0.5385,0.00709435,0.00709435,0.00709435
589,62411,0.68254,1.59278,0.67494,0.95574,0.87526,0.82395,0.89633,0.71474,0.87846,0.80889,0.88318,0.56264,0.37843,0.73374,0.33316,0.53961,0.0070894,0.0070894,0.0070894
590,62513.2,0.68067,1.57998,0.67906,0.96092,0.87059,0.80446,0.88544,0.70756,0.86744,0.79836,0.86971,0.55479,0.37961,0.74031,0.35016,0.54184,0.00708445,0.00708445,0.00708445
591,62617.8,0.67351,1.59271,0.66533,0.96337,0.85592,0.80704,0.88654,0.70228,0.86268,0.79475,0.87284,0.55389,0.37941,0.73905,0.34915,0.54152,0.0070795,0.0070795,0.0070795
592,62722.1,0.70571,1.60394,0.68635,0.98247,0.84532,0.80851,0.87951,0.69448,0.84392,0.79524,0.86384,0.54568,0.3796,0.74059,0.34541,0.53985,0.00707455,0.00707455,0.00707455
593,62825.4,0.71613,1.68309,0.71829,0.99518,0.87595,0.79507,0.88406,0.69768,0.86866,0.78972,0.86629,0.54567,0.37791,0.73926,0.33488,0.53729,0.0070696,0.0070696,0.0070696
594,62929.2,0.70811,1.6359,0.6964,0.98354,0.84264,0.83714,0.88972,0.70394,0.86543,0.79259,0.87633,0.55064,0.37852,0.73758,0.33102,0.53771,0.00706465,0.00706465,0.00706465
595,63030.3,0.69718,1.62663,0.68183,0.97467,0.84536,0.83632,0.89436,0.72152,0.83508,0.82355,0.8801,0.55899,0.38152,0.73534,0.32457,0.5402,0.0070597,0.0070597,0.0070597
596,63132.5,0.68843,1.6192,0.67356,0.95837,0.88932,0.78195,0.89344,0.72429,0.88865,0.75384,0.87856,0.56033,0.38631,0.73399,0.32889,0.54325,0.00705475,0.00705475,0.00705475
597,63235.1,0.67882,1.54678,0.66525,0.95745,0.903,0.77706,0.88741,0.71619,0.91044,0.75809,0.87244,0.55963,0.38771,0.73291,0.33653,0.54478,0.0070498,0.0070498,0.0070498
598,63339.5,0.69396,1.59682,0.68032,0.97613,0.88718,0.79621,0.89474,0.7141,0.92447,0.74207,0.87124,0.55956,0.38669,0.73114,0.34329,0.54589,0.00704485,0.00704485,0.00704485
599,63441.2,0.6772,1.50127,0.65129,0.95837,0.88965,0.7999,0.8911,0.70914,0.88061,0.79054,0.87479,0.56028,0.38795,0.73055,0.34846,0.54672,0.0070399,0.0070399,0.0070399
600,63543.7,0.71242,1.66102,0.71095,0.98813,0.89636,0.79951,0.88899,0.71096,0.90741,0.76646,0.87061,0.56002,0.38738,0.72607,0.34994,0.54428,0.00703495,0.00703495,0.00703495
601,63646.7,0.72079,1.62535,0.68529,0.99481,0.91659,0.78158,0.89255,0.70576,0.90833,0.77333,0.87617,0.55549,0.38609,0.72502,0.34342,0.54296,0.00703,0.00703,0.00703
602,63749.3,0.7067,1.65138,0.6584,0.98051,0.90782,0.78723,0.89076,0.70675,0.89135,0.77126,0.8622,0.55174,0.37989,0.72294,0.33578,0.53938,0.00702505,0.00702505,0.00702505
603,63852,0.69128,1.57788,0.65747,0.96007,0.90392,0.78321,0.89186,0.7116,0.89631,0.77626,0.86859,0.55118,0.38015,0.72317,0.33273,0.53959,0.0070201,0.0070201,0.0070201
604,63954.2,0.69279,1.56999,0.67063,0.96753,0.87378,0.80772,0.89261,0.71529,0.8639,0.79862,0.87168,0.55481,0.37845,0.71843,0.32509,0.5379,0.00701515,0.00701515,0.00701515
605,64057.5,0.71647,1.64015,0.68889,0.99477,0.87183,0.80787,0.88496,0.71194,0.85232,0.79617,0.86109,0.54941,0.38016,0.71561,0.32663,0.53843,0.0070102,0.0070102,0.0070102
606,64159.7,0.68138,1.6347,0.66488,0.9638,0.89275,0.79074,0.88704,0.7152,0.88635,0.77012,0.8595,0.54802,0.37977,0.71928,0.32814,0.53726,0.00700525,0.00700525,0.00700525
607,64264,0.67581,1.57553,0.66569,0.96264,0.88183,0.81919,0.9011,0.72608,0.90071,0.77289,0.87063,0.56019,0.37522,0.71056,0.32046,0.53453,0.0070003,0.0070003,0.0070003
608,64366.2,0.67923,1.56608,0.64582,0.96269,0.88533,0.82379,0.90169,0.73062,0.85962,0.80068,0.86805,0.56437,0.3756,0.70985,0.32431,0.53625,0.00699535,0.00699535,0.00699535
609,64467.9,0.65532,1.50603,0.6407,0.94801,0.89871,0.81598,0.89661,0.73694,0.89512,0.80208,0.87763,0.5678,0.37405,0.71404,0.33209,0.53695,0.0069904,0.0069904,0.0069904
610,64571.1,0.67074,1.53048,0.65064,0.95005,0.90181,0.81583,0.89904,0.73804,0.89122,0.80544,0.88154,0.57183,0.37504,0.71574,0.32982,0.53787,0.00698545,0.00698545,0.00698545
611,64674.9,0.6903,1.62258,0.66453,0.9617,0.9046,0.8074,0.90183,0.73939,0.89844,0.801,0.88751,0.57391,0.37466,0.71436,0.32899,0.53744,0.0069805,0.0069805,0.0069805
612,64776.5,0.6867,1.61128,0.65917,0.96265,0.89794,0.81304,0.89726,0.73908,0.88952,0.80382,0.8767,0.57404,0.37301,0.71794,0.32704,0.53598,0.00697555,0.00697555,0.00697555
613,64877.9,0.65542,1.53888,0.62567,0.93107,0.89203,0.81066,0.89761,0.73778,0.88846,0.80053,0.87627,0.57279,0.37135,0.71629,0.32676,0.53432,0.0069706,0.0069706,0.0069706
614,64982.6,0.69691,1.62993,0.67114,0.98841,0.88074,0.83042,0.89909,0.74459,0.87296,0.81268,0.88077,0.56909,0.36817,0.70827,0.31895,0.53095,0.00696565,0.00696565,0.00696565
615,65086.2,0.65104,1.48402,0.6237,0.94088,0.89721,0.81774,0.9048,0.7483,0.87183,0.79475,0.87602,0.57179,0.36978,0.70634,0.32279,0.53185,0.0069607,0.0069607,0.0069607
616,65191.6,0.6811,1.60812,0.66526,0.95874,0.89006,0.80938,0.90462,0.74405,0.87307,0.7952,0.88416,0.57142,0.37216,0.7073,0.3262,0.53344,0.00695575,0.00695575,0.00695575
617,65295.5,0.66526,1.52151,0.64626,0.93393,0.88805,0.81312,0.9066,0.74446,0.8725,0.79997,0.8859,0.56993,0.37309,0.71572,0.3299,0.53242,0.0069508,0.0069508,0.0069508
618,65397.8,0.68449,1.61417,0.67306,0.9669,0.91038,0.79966,0.90732,0.749,0.90517,0.79142,0.89256,0.57233,0.36997,0.71361,0.33055,0.53087,0.00694585,0.00694585,0.00694585
619,65502.5,0.67005,1.57759,0.65269,0.95059,0.86894,0.83136,0.9062,0.74548,0.86009,0.81852,0.89084,0.56724,0.36767,0.71446,0.33361,0.5293,0.0069409,0.0069409,0.0069409
620,65608,0.67487,1.57881,0.65824,0.97293,0.90202,0.80765,0.90371,0.74518,0.89017,0.79774,0.88509,0.5654,0.36784,0.71486,0.32401,0.52944,0.00693595,0.00693595,0.00693595
621,65712.4,0.6882,1.6471,0.66133,0.97109,0.90777,0.81008,0.90474,0.74752,0.89884,0.79906,0.88739,0.57133,0.36477,0.71144,0.31907,0.52849,0.006931,0.006931,0.006931
622,65815.7,0.65603,1.57759,0.62406,0.94765,0.92546,0.79696,0.906,0.73976,0.91793,0.78786,0.88793,0.57298,0.36808,0.71533,0.32468,0.53128,0.00692605,0.00692605,0.00692605
623,65920.7,0.68509,1.53891,0.66171,0.97225,0.87093,0.82441,0.89906,0.7359,0.86413,0.81559,0.88122,0.57124,0.37376,0.72022,0.32924,0.53502,0.0069211,0.0069211,0.0069211
624,66026.4,0.68277,1.57726,0.64847,0.96753,0.86582,0.85382,0.90408,0.73812,0.85563,0.84245,0.88536,0.57733,0.37454,0.71911,0.32621,0.53453,0.00691615,0.00691615,0.00691615
625,66131.4,0.66758,1.60037,0.62359,0.95659,0.88545,0.84346,0.91099,0.75111,0.87654,0.83438,0.89506,0.58423,0.3711,0.70837,0.31583,0.53159,0.0069112,0.0069112,0.0069112
626,66236.9,0.65604,1.51946,0.62153,0.92805,0.86752,0.84014,0.90579,0.74886,0.8597,0.83247,0.89005,0.57995,0.37069,0.71177,0.32054,0.53224,0.00690625,0.00690625,0.00690625
627,66340.5,0.66978,1.53535,0.63614,0.93948,0.85235,0.852,0.90429,0.74712,0.84152,0.83945,0.88942,0.57575,0.37123,0.71058,0.32602,0.53364,0.0069013,0.0069013,0.0069013
628,66442.9,0.67708,1.62853,0.66978,0.96497,0.84613,0.8348,0.89688,0.73853,0.88838,0.78308,0.88215,0.56868,0.37483,0.71608,0.34077,0.53606,0.00689635,0.00689635,0.00689635
629,66545.7,0.6457,1.51283,0.61643,0.92945,0.86883,0.81977,0.89517,0.7339,0.85708,0.80893,0.88021,0.5649,0.37448,0.71786,0.34839,0.53565,0.0068914,0.0068914,0.0068914
630,66649.8,0.67368,1.54057,0.6417,0.94708,0.86503,0.82849,0.891,0.72791,0.85157,0.81484,0.87037,0.56073,0.37388,0.71502,0.3361,0.53417,0.00688645,0.00688645,0.00688645
631,66756.5,0.68888,1.57125,0.63828,0.96248,0.86739,0.83041,0.89041,0.72689,0.86001,0.80688,0.87378,0.55775,0.37298,0.71849,0.33019,0.53422,0.0068815,0.0068815,0.0068815
632,66860.6,0.68162,1.52923,0.61724,0.94392,0.87361,0.81877,0.89357,0.73333,0.86461,0.80876,0.87729,0.56309,0.37329,0.72102,0.32928,0.53508,0.00687655,0.00687655,0.00687655
633,66966.8,0.6738,1.61517,0.63225,0.96849,0.88067,0.8157,0.89859,0.73552,0.87591,0.80731,0.8809,0.56531,0.37539,0.7194,0.32682,0.53819,0.0068716,0.0068716,0.0068716
634,67071.4,0.63649,1.50815,0.60325,0.91757,0.8742,0.8236,0.89513,0.73027,0.86464,0.81079,0.87413,0.55976,0.37822,0.72206,0.3303,0.54104,0.00686665,0.00686665,0.00686665
635,67178.9,0.66148,1.51249,0.61027,0.92859,0.87269,0.82863,0.89541,0.73367,0.86178,0.81757,0.87751,0.56098,0.376,0.71686,0.32677,0.53917,0.0068617,0.0068617,0.0068617
636,67284.1,0.67367,1.53449,0.6399,0.94874,0.88698,0.82132,0.89843,0.73424,0.87741,0.81368,0.88375,0.56399,0.37392,0.71663,0.32455,0.5366,0.00685675,0.00685675,0.00685675
637,67388.5,0.65703,1.54259,0.62713,0.93423,0.88216,0.82661,0.90417,0.74013,0.87461,0.81884,0.89015,0.56604,0.37057,0.71813,0.32396,0.5329,0.0068518,0.0068518,0.0068518
638,67494.9,0.66283,1.56793,0.62093,0.95088,0.88602,0.82697,0.90566,0.74436,0.89081,0.80654,0.89062,0.5713,0.37018,0.72132,0.32754,0.53148,0.00684685,0.00684685,0.00684685
639,67596.9,0.62523,1.46174,0.60013,0.93563,0.8809,0.82857,0.90822,0.75292,0.87427,0.81979,0.89232,0.57567,0.36838,0.7215,0.32816,0.53008,0.0068419,0.0068419,0.0068419
640,67696,0.64373,1.50978,0.60866,0.92726,0.87281,0.83221,0.90351,0.74832,0.8643,0.82392,0.88931,0.56929,0.36856,0.7258,0.32917,0.53151,0.00683695,0.00683695,0.00683695
641,67799.8,0.7012,1.62225,0.66568,0.96239,0.87782,0.82991,0.90459,0.75246,0.86924,0.82201,0.89123,0.57118,0.36768,0.72872,0.32782,0.53184,0.006832,0.006832,0.006832
642,67897.8,0.68902,1.5442,0.64347,0.96613,0.90093,0.82223,0.91118,0.75595,0.88823,0.81086,0.89065,0.57691,0.36519,0.72345,0.32028,0.52962,0.00682705,0.00682705,0.00682705
643,68001.9,0.68312,1.60572,0.65179,0.96934,0.89531,0.84228,0.91108,0.75437,0.8841,0.83273,0.89115,0.5776,0.3652,0.71515,0.31619,0.52818,0.0068221,0.0068221,0.0068221
644,68105.9,0.68843,1.57132,0.66236,0.96352,0.90883,0.8351,0.91147,0.75376,0.89803,0.82543,0.89162,0.57658,0.36457,0.71168,0.31329,0.52733,0.00681715,0.00681715,0.00681715
645,68210.2,0.66726,1.54663,0.62929,0.94136,0.89292,0.843,0.9124,0.75497,0.88157,0.83313,0.89277,0.58084,0.3613,0.70727,0.31017,0.52679,0.0068122,0.0068122,0.0068122
646,68314.8,0.66202,1.56296,0.63604,0.93812,0.89745,0.84095,0.91343,0.75663,0.89512,0.82084,0.89476,0.57828,0.36022,0.70256,0.31082,0.5253,0.00680725,0.00680725,0.00680725
647,68413.8,0.65924,1.54617,0.6403,0.95465,0.88698,0.84622,0.90882,0.74758,0.88235,0.83402,0.89017,0.58051,0.35942,0.70315,0.31423,0.52503,0.0068023,0.0068023,0.0068023
648,68515.2,0.64215,1.50671,0.61645,0.92221,0.88302,0.84153,0.90486,0.74373,0.87835,0.82574,0.88671,0.57661,0.35918,0.70514,0.31975,0.52494,0.00679735,0.00679735,0.00679735
649,68618.5,0.67746,1.54544,0.6578,0.95607,0.88419,0.84197,0.90614,0.74775,0.87245,0.82933,0.88831,0.5762,0.35852,0.7021,0.31789,0.52403,0.0067924,0.0067924,0.0067924
650,68721,0.66532,1.56484,0.62486,0.94878,0.88077,0.8487,0.90741,0.74862,0.86795,0.83684,0.88895,0.57817,0.35949,0.70207,0.31518,0.52517,0.00678745,0.00678745,0.00678745
651,68825.7,0.65619,1.54294,0.61507,0.95149,0.88189,0.85305,0.91026,0.75196,0.87365,0.84516,0.89503,0.57824,0.35988,0.69273,0.30866,0.52582,0.0067825,0.0067825,0.0067825
652,68928.8,0.66885,1.56477,0.63753,0.94643,0.87812,0.85211,0.91019,0.74858,0.87179,0.84432,0.89657,0.57488,0.35914,0.6872,0.30569,0.52548,0.00677755,0.00677755,0.00677755
653,69033.9,0.66357,1.50761,0.66216,0.93624,0.86333,0.86899,0.89742,0.7417,0.84745,0.84937,0.87886,0.57143,0.35942,0.6875,0.30596,0.52582,0.0067726,0.0067726,0.0067726
654,69136.6,0.64588,1.49006,0.61391,0.93959,0.86611,0.87452,0.91357,0.75066,0.85892,0.86169,0.89883,0.58284,0.35782,0.68453,0.30152,0.52507,0.00676765,0.00676765,0.00676765
655,69234.5,0.66898,1.53219,0.61879,0.93794,0.92724,0.79243,0.91185,0.74611,0.92457,0.78533,0.89309,0.57518,0.36093,0.69181,0.30498,0.52589,0.0067627,0.0067627,0.0067627
656,69332.4,0.67345,1.51426,0.63283,0.95814,0.924,0.792,0.90824,0.74823,0.92163,0.78529,0.89523,0.57971,0.36089,0.69397,0.30181,0.52596,0.00675775,0.00675775,0.00675775
657,69434.4,0.6545,1.47227,0.60485,0.93061,0.93358,0.79116,0.90636,0.74811,0.92456,0.78321,0.89024,0.57871,0.36087,0.69606,0.29837,0.52564,0.0067528,0.0067528,0.0067528
658,69537.8,0.66201,1.51945,0.6153,0.95074,0.92264,0.79394,0.90824,0.75061,0.91421,0.78529,0.89568,0.58144,0.35702,0.68439,0.29523,0.52256,0.00674785,0.00674785,0.00674785
659,69637,0.68774,1.53688,0.65093,0.9684,0.84005,0.86241,0.90933,0.75583,0.87769,0.81496,0.89693,0.58129,0.35318,0.67877,0.28755,0.52033,0.0067429,0.0067429,0.0067429
660,69741.2,0.67231,1.56471,0.62744,0.9689,0.84636,0.87655,0.91016,0.75865,0.90411,0.79821,0.89558,0.58149,0.35139,0.67746,0.28388,0.51855,0.00673795,0.00673795,0.00673795
661,69846,0.66751,1.57723,0.65503,0.95613,0.84984,0.88206,0.91212,0.75716,0.84206,0.87079,0.90214,0.58571,0.35089,0.67868,0.28146,0.51793,0.006733,0.006733,0.006733
662,69949.8,0.6872,1.59101,0.65096,0.97621,0.8482,0.88929,0.91301,0.75926,0.83957,0.87143,0.90032,0.58757,0.34775,0.67472,0.2782,0.51653,0.00672805,0.00672805,0.00672805
663,70047.5,0.66727,1.55445,0.6338,0.96404,0.94574,0.79901,0.91651,0.7615,0.93817,0.78763,0.90383,0.58712,0.34752,0.67488,0.28196,0.51628,0.0067231,0.0067231,0.0067231
664,70148.6,0.65964,1.51385,0.62844,0.96075,0.93086,0.80952,0.91611,0.76056,0.92593,0.79763,0.9016,0.58434,0.34862,0.67543,0.29244,0.51659,0.00671815,0.00671815,0.00671815
665,70248.5,0.66504,1.52231,0.6383,0.94997,0.92556,0.80852,0.91546,0.75582,0.91964,0.79926,0.90015,0.58543,0.35113,0.67342,0.28932,0.51795,0.0067132,0.0067132,0.0067132
